"Entity/Table Name","Entity/Table Physical_Name","Comment","Definition","Attribute/Column Name","Attribute/Column Physical_Name","Attribute.Physical.SPI_CLASSIFICATION","Comment","Definition","Is FK","Is PK","Logical Data Type","Physical Data Type"
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,STATETENURESTARTDATE,STATETENURESTARTDATE,Confidential,"This element will be set at NBUS, Change of State and at Reissue to indicate when the policy first became effective in New York. This value will be NULL when rated state is not New York.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This element will be set at NBUS, Change of State and at Reissue to indicate when the policy first became effective in New York. This value will be NULL when rated state is not New York.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,DATE,DATE
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,STATUS,STATUS,Confidential,"The status of the policy based on the issuance of a given business transaction. 

For example, if a policy image is InForce and a cancel transaction is issued, the cancel transaction will result in a policy status of Cancelled. The status is not set until the transaction/policyis issued.

This is similar to the displaying status in Oasis UI. Currently, ADC supports the following out of box policy statuses: 

Application = Status after entering the required information for completing the application on the submission tab; 

Booked = Status of policies that have not yet been issued but allow transactions to be applied. This status allows integration with billing systems; 

Bound = Status of applications that have been entered and bound;
        
Cancel-Pending = Status of all policies awaiting cancellation; 

Cancelled = Status of all cancelled policies; 

Declined = Status of an application rejected by underwriting;
       
Expired = Status of a policy term that has expired; 

In Force = Status of all active policies;

Non-Renewed = Status of all non-Renewed policies; 

Quote = Status when a new quote is stated;

Submitted = Status of applications that have been submitted for approval by underwriting.

NOTE: The definition of PolicyStatus on the transaction node should be the same as the definition of Status on the policy node.



SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The status of the policy based on the issuance of a given business transaction. 

For example, if a policy image is InForce and a cancel transaction is issued, the cancel transaction will result in a policy status of Cancelled. The status is not set until the transaction/policyis issued.

This is similar to the displaying status in Oasis UI. Currently, ADC supports the following out of box policy statuses: 

Application = Status after entering the required information for completing the application on the submission tab; 

Booked = Status of policies that have not yet been issued but allow transactions to be applied. This status allows integration with billing systems; 

Bound = Status of applications that have been entered and bound;
        
Cancel-Pending = Status of all policies awaiting cancellation; 

Cancelled = Status of all cancelled policies; 

Declined = Status of an application rejected by underwriting;
       
Expired = Status of a policy term that has expired; 

In Force = Status of all active policies;

Non-Renewed = Status of all non-Renewed policies; 

Quote = Status when a new quote is stated;

Submitted = Status of applications that have been submitted for approval by underwriting.

NOTE: The definition of PolicyStatus on the transaction node should be the same as the definition of Status on the policy node.



SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,SUPPRESSDOCUMENTOUTPUT,SUPPRESSDOCUMENTOUTPUT,Confidential,"Indicator specifying if an event occurred to suppress the printing of form(s). When this is set to Yes, no printings will be generated.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicator specifying if an event occurred to suppress the printing of form(s). When this is set to Yes, no printings will be generated.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,TENUREPOLICYYEARS,TENUREPOLICYYEARS,Confidential,"The result, in years, of the policy tenure calculation. Value list 1-99.

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","The result, in years, of the policy tenure calculation. Value list 1-99.

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,TERM,TERM,Confidential,"This is the policy term code telling the number of months in a policy term. In Auto/Cycle, we have 6 and 12 months policy term; Umbrella is always 12 months term.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This is the policy term code telling the number of months in a policy term. In Auto/Cycle, we have 6 and 12 months policy term; Umbrella is always 12 months term.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,"NUMBER(38,0)","NUMBER(38,0)"
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,TERMFACTOR,TERMFACTOR,Confidential,"Term Factor represents the length of the written policy term stated as portions of one year as determined by Rating. Values are 1.0, .5, .25 Term Factor is used in rating, underwriting, general business analyses, and, to calculate exposure earnings.

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Term Factor represents the length of the written policy term stated as portions of one year as determined by Rating. Values are 1.0, .5, .25 Term Factor is used in rating, underwriting, general business analyses, and, to calculate exposure earnings.

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,FLOAT,FLOAT
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,TEXASPROXYSTATUS,TEXASPROXYSTATUS,Confidential,"This field is being used to store a Voting Proxy Status Code which holds information about the status of the policy holder’s mutual company voting rights assignment.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","This field is being used to store a Voting Proxy Status Code which holds information about the status of the policy holder’s mutual company voting rights assignment.	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,UMBRELLAREFERRAL,UMBRELLAREFERRAL,Confidential,"Code identifying the last umbrella cross-sell action attempted on a policy. It is used to drive the referral pop-up window in Service. 01 = Not referred 02 = Do not attempt again for 1 year; 03 = Never attempt again; 04 = Provide reminder on a date (Only displays in InSite); Spaces = Referred.	

SPII 
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Code identifying the last umbrella cross-sell action attempted on a policy. It is used to drive the referral pop-up window in Service. 01 = Not referred 02 = Do not attempt again for 1 year; 03 = Never attempt again; 04 = Provide reminder on a date (Only displays in InSite); Spaces = Referred.	

SPII 
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,WASBALANCEOVERRIDDEN,WASBALANCEOVERRIDDEN,Confidential,"Indicator specifying if the outstanding balance process will be overridden at renewal	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Indicator specifying if the outstanding balance process will be overridden at renewal	

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
SAT_PEAK_POLICY,SAT_PEAK_POLICY,Satellite containing descriptive columns related to a policy.,Satellite containing descriptive columns related to a policy.,WRITINGCOMPANY,WRITINGCOMPANY,Confidential,"Value specifing the GEICO company under which the policy is written with.

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
","Value specifing the GEICO company under which the policy is written with.

SPII
General Non PII

Data Steward
Business: Steve Wilson / Ross Merrits	Technical: Kim Lloyd
",false,false,VARCHAR(16777216),VARCHAR(16777216)
LNK_POLICY_TRANSACTION_INSURES_VEHICLE,LNK_POLICY_TRANSACTION_INSURES_VEHICLE,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,POLICY_TRANSACTION_INSURES_VEHICLE_HK,POLICY_TRANSACTION_INSURES_VEHICLE_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,false,true,BINARY(16),BINARY(16)
LNK_POLICY_TRANSACTION_INSURES_VEHICLE,LNK_POLICY_TRANSACTION_INSURES_VEHICLE,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,RISK_HK,RISK_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,false,BINARY(16),BINARY(16)
LNK_POLICY_TRANSACTION_INSURES_VEHICLE,LNK_POLICY_TRANSACTION_INSURES_VEHICLE,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,POLICY_TRANSACTION_HK,POLICY_TRANSACTION_HK,Confidential,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,Hash key of the natural key for the associated table/concept/domain/subject area  in the source system.,true,false,BINARY(16),BINARY(16)
LNK_POLICY_TRANSACTION_INSURES_VEHICLE,LNK_POLICY_TRANSACTION_INSURES_VEHICLE,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,Link table connecting a vehicle OR RISK WITH POLICY AND TRANSACTION.,LOAD_TIMESTAMP,LOAD_TIMESTAMP,Confidential,Time and date the record was loaded into the table.,Time and date the record was loaded into the table.,false,false,TIMESTAMP,TIMESTAMP
